,name,price,location,rating,cancelation,specifications,link
105,Ferienwohnung Selinda,"$1,938","Niederried bei Interlaken, Cantón de Berna",empty,empty,40 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/fe0d5566d6d65495abf56fa45eb25ab6?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
106,Casa de vacaciones Rustico Nurell,"$1,172","Malvaglia, Cantón del Tesino",empty,empty,40 m² Casa ∙ 1 habitación ∙ 2 personas,/rental/fb7387754fdb3cb8efc299b9f5905d6e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A40%2B02%3A00&id=6418d8d6a297bd25&directId=fb7387754fdb3cb8efc299b9f5905d6e&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956780&clickId=S0836YR00LQRYQKF&sT=withDates&pCon=1171.2%7CUSD%7C2021-06-01%7C13%7C2%7C1616956780%7C0%7C0%7C1616956780%7C2%7C0%7C0&prodName=JM&prodSource=Search
107,Chesa Davatz,"$1,968","Zuoz, Grisones",empty,Muy solicitado,96 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/5d7c5fff7acf3b95623ddd8d2e68bc28?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A41%2B02%3A00&id=match563bce9de025e&directId=5d7c5fff7acf3b95623ddd8d2e68bc28&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956781&clickId=GT8M1VGH8KZDZZ6H&sT=withDates&pCon=2117.8263738291%7CUSD%7C2021-06-01%7C13%7C2%7C1616956781%7C0%7C0%7C1616956781%7C2%7C0%7C0&prodName=JM&prodSource=Search
108,Fantástico apartamento de alto standing en villa con vista al lago,"$1,999","Caslano, Cantón del Tesino",empty,Cancelación gratuita,120 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/f503426636370bbc11dff499130889ab?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
109,Chalet Grüsch,"$3,549","Grüsch, Grisones",empty,empty,150 m² Casa ∙ 3 habitaciones ∙ 6 personas,/rental/bef6d2fba1c56270a3a3bdf93b0b8793?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
110,Lake View Apartment with Terrace,"$2,936","Montreux, Cantón de Vaud",empty,empty,70 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/20b30bbec811fb40e2d7eb85e7de9ecd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
111,Wenger 5-Bettwohnung,"$1,159","Meiringen, Cantón de Berna",empty,Muy solicitado,80 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/3c9c0acc710878c9eb4f0612c575162f?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A41%2B02%3A00&id=5b3685e7dace139c&directId=3c9c0acc710878c9eb4f0612c575162f&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956781&clickId=22XC4T1V646QX26P&sT=withDates&pCon=1327.0095545034%7CUSD%7C2021-06-01%7C13%7C2%7C1616956781%7C0%7C0%7C1616956781%7C2%7C0%7C0&prodName=JM&prodSource=Search
112,Chalet Lagettaz,"$2,865","Evolène, Cantón del Valais",empty,empty,Casa ∙ 3 habitaciones ∙ 6 personas,/rental/f2637835190fb3b00f4d80748d60f5b4?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
113,"Apartamento Cà Bianca en Cugnasco - 2 personas, 1 dormitorios","$1,221","Cugnasco, Cantón del Tesino",empty,empty,22 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/36f4ce3f729eaacb9ecce9085c9da976?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A42%2B02%3A00&id=38e2d8830556f671&directId=36f4ce3f729eaacb9ecce9085c9da976&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956782&clickId=S57G8H0RJ5305D3X&sT=withDates&pCon=1220.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956782%7C0%7C0%7C1616956782%7C2%7C0%7C0&prodName=JM&prodSource=Search
114,Lovely Guesthouse with Lakeview,"$2,052","Herrliberg, Zúrich",empty,empty,27 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/800fb0211a9a36861d02046bb7d27675?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
115,Casa Beatrice,"$1,276","Ronco sopra Ascona, Cantón del Tesino",empty,Muy solicitado,75 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/0b4dd40eeec806f531634289316554e5?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A42%2B02%3A00&id=match56d96eaad8f2b&directId=0b4dd40eeec806f531634289316554e5&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956782&clickId=JLX5MVQG2K2SY2ND&sT=withDates&pCon=1407.978224008%7CUSD%7C2021-06-01%7C13%7C2%7C1616956782%7C0%7C0%7C1616956782%7C2%7C0%7C0&prodName=JM&prodSource=Search
116,2 habitaciones con terraza panorámica,"$2,460","Leysin, Cantón de Vaud",empty,Cancelación gratuita,75 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/fcd71003cff8803a362dcfbf5a8683fd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
117,Ferienwohnung Stoffel,"$1,246","Avers, Grisones",empty,Cancelación gratuita,59 m² Apartamento ∙ 1 habitación ∙ 5 personas,/rental/fa56beec441a5a9690c1fcb599b1a632?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
118,Hüslermatte 1,"$1,634","Oberiberg, Schwyz",empty,Cancelación gratuita,101 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/bd76e64cd090229a873c9ba393e77308?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
119,"Apartamento Anno Domini en Adelboden - 4 personas, 1 dormitorios","$1,733","Adelboden, Cantón de Berna",empty,empty,Apartamento ∙ 1 habitación ∙ 4 personas,/rental/102cb2a71d16f9293ff7b258006178dc?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A42%2B02%3A00&id=match542e669630e13&directId=102cb2a71d16f9293ff7b258006178dc&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956782&clickId=75Y3G4M7YTHRZW4Z&sT=withDates&pCon=1732.8%7CUSD%7C2021-06-01%7C13%7C2%7C1616956782%7C0%7C0%7C1616956782%7C2%7C0%7C0&prodName=JM&prodSource=Search
120,"Grand Raccard , Tradition et Design","$3,099","Martigny-Combe, Cantón del Valais",empty,Cancelación gratuita,Casa ∙ 2 habitaciones ∙ 5 personas,/rental/672fd852eeacfcc25d056511aaeae2b1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
121,Haus Madelaine,"$1,786","Raroña, Cantón del Valais",empty,Cancelación gratuita,70 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/c6f0241ccc3f62423b59c6d7b9a98adf?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
122,Individual chalet in Zinal - 2 bedrooms with 2 beds - living room - chimney - kitchen - dishwasher -,$971,"Ayer, Cantón del Valais",empty,empty,47 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/b6eae763800b56f18a183cef0be3514b?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
123,Hausboot Pura vida,"$10,336","Arth, Schwyz",empty,Cancelación gratuita,28 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/7df3f4972e15cc42738d5c164d9aa504?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
124,Le Rollier appartement de vacances,"$1,599","Gorgier, Cantón de Neuchâtel",empty,Cancelación gratuita,Casa ∙ 3 habitaciones ∙ 4 personas,/rental/2063b7dace5e2253d97bb329bb5aa208?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
125,"Chalet Altiplano - 1 dormitorio, vistas soleadas, tranquilas e impresionantes","$1,435","Bagnes, Cantón del Valais",empty,empty,Apartamento ∙ 1 habitación ∙ 4 personas,/rental/44aa1aef407f97495da3aca44517da16?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
126,"Construcción de apartamentos moderno de 3,5 habitaciones con 5 camas","$1,384","Grächen, Cantón del Valais",empty,Cancelación gratuita,80 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/4715ac76bc9f083c7b58e00fa9f6b703?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
127,Horizon 4,"$3,164","Plaffeien, Friburgo",empty,Cancelación gratuita,137 m² Apartamento ∙ 3 habitaciones ∙ 6 personas,/rental/59512e5c38345d0b9cc4d3d210e24851?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
128,Apartamento Miralago (Utoring),"$2,196","Gambarogno, Cantón del Tesino",empty,Piscina,108 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/a3b208ead98bb92e5c0d7cd5cdcc3356?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A44%2B02%3A00&id=match53e34b65c3212&directId=a3b208ead98bb92e5c0d7cd5cdcc3356&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956784&clickId=CMYXH08SRT7L5TZQ&sT=withDates&pCon=2196%7CUSD%7C2021-06-01%7C13%7C2%7C1616956784%7C0%7C0%7C1616956784%7C2%7C0%7C0&prodName=JM&prodSource=Search
129,Loraha,"$1,661","Ayer, Cantón del Valais",empty,Cancelación gratuita,65 m² Casa ∙ 3 habitaciones ∙ 5 personas,/rental/41cdbf2bad50e1010825cac60a93613d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
130,"Loft Apartment ""Henrik"" Höhenmatte","$2,675","Interlaken, Cantón de Berna",empty,Muy solicitado,69 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/da886a93a42b45c206acacd0a4b26e48?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A44%2B02%3A00&id=a6d12280de80fd4c&directId=da886a93a42b45c206acacd0a4b26e48&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956784&clickId=BYGLPJ8YPH7T6G7C&sT=withDates&pCon=2819.5510948301%7CUSD%7C2021-06-01%7C13%7C2%7C1616956784%7C0%7C0%7C1616956784%7C2%7C0%7C0&prodName=JM&prodSource=Search
131,Schönes Rustico,"$1,399","Blenio, Cantón del Tesino",empty,Muy solicitado,Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/1e61c2c6238df5ef908f19f8f9b9dd22?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A44%2B02%3A00&id=bcfe0ab6ae643d8c&directId=1e61c2c6238df5ef908f19f8f9b9dd22&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956784&clickId=RY3QP8XLP32GVMM4&sT=withDates&pCon=1509.8699068939%7CUSD%7C2021-06-01%7C13%7C2%7C1616956784%7C0%7C0%7C1616956784%7C2%7C0%7C0&prodName=JM&prodSource=Search
132,Bella Romantica,"$2,741","Meiringen, Cantón de Berna",empty,empty,95 m² Casa ∙ 3 habitaciones ∙ 6 personas,/rental/10c3016cb3a3d5c07e6c88226ef93517?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
133,Apartamento Beck,"$1,274","Gambarogno, Cantón del Tesino",empty,empty,28 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/78cad87ccb0c37476cf88284a83b4ce9?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A45%2B02%3A00&id=match53e3488aa8bd4&directId=78cad87ccb0c37476cf88284a83b4ce9&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956785&clickId=Y47RNN62FYD0H6N7&sT=withDates&pCon=1273.2%7CUSD%7C2021-06-01%7C13%7C2%7C1616956785%7C0%7C0%7C1616956785%7C2%7C0%7C0&prodName=JM&prodSource=Search
134,"Ático apartamento con vista panorámica, cerca de la escuela de esquí Bodmi","$3,075","Grindelwald, Cantón de Berna",empty,Cancelación gratuita,78 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/8be8c3cc1d1e88de179b3dc77df9edce?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
135,Casa Belvedere,"$1,855","Rovio, Cantón del Tesino",empty,Cancelación gratuita,75 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/cb26da6bc259874cbe97f4854609d772?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
136,Casa de vacaciones Le Chamois,"$1,722","Gruyères, Friburgo",empty,empty,110 m² Casa ∙ 3 habitaciones ∙ 6 personas,/rental/9aa63f58a86952ddc7e14a341a929818?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A45%2B02%3A00&id=match53e3436747a8e&directId=9aa63f58a86952ddc7e14a341a929818&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956785&clickId=X55XGXM2NB85FPDF&sT=withDates&pCon=1722%7CUSD%7C2021-06-01%7C13%7C2%7C1616956785%7C0%7C0%7C1616956785%7C2%7C0%7C0&prodName=JM&prodSource=Search
137,Ski Heaven 7,"$3,599","Veysonnaz, Cantón del Valais",empty,Hidromasaje,81 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/8bfdd02de28930a0bf21456364b2d25f?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
138,"Comfortable chalet in the heart of nature, calm and peaceful","$2,214","Saint-Luc, Cantón del Valais",empty,empty,55 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/1940deaf52947b5a4a77eff8e635acdd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
139,Casa de vacaciones Ai Funtann,"$1,188","Bruzella, Cantón del Tesino",empty,empty,Casa ∙ 2 habitaciones ∙ 4 personas,/rental/f0e096c46ea24c25305eb8d7e5bf0892?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A45%2B02%3A00&id=5f7fa39bce550be9&directId=f0e096c46ea24c25305eb8d7e5bf0892&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956785&clickId=5643FQX97JRNNLWS&sT=withDates&pCon=1188%7CUSD%7C2021-06-01%7C13%7C2%7C1616956785%7C0%7C0%7C1616956785%7C2%7C0%7C0&prodName=JM&prodSource=Search
140,Buna Saira: Moderna con vistas a la montaña junto al arroyo SONOS / Netflix / Spotify opt. Saun,"$4,333","Scuol, Grisones",empty,empty,110 m² Casa ∙ 3 habitaciones ∙ 5 personas,/rental/cd5d1b0bc67024b7e7c3476cae95e117?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
141,Casa de vacaciones Rustico Pamela,"$1,497","Malvaglia, Cantón del Tesino",empty,empty,60 m² Casa ∙ 1 habitación ∙ 4 personas,/rental/bd2cf03a05778e63d56f952872d99678?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A46%2B02%3A00&id=match558816cb79a53&directId=bd2cf03a05778e63d56f952872d99678&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956786&clickId=XPYFGQNPGX6SC6LN&sT=withDates&pCon=1496.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956786%7C0%7C0%7C1616956786%7C2%7C0%7C0&prodName=JM&prodSource=Search
142,Chesa Prüma 3,"$1,149","La Punt-Chamues-ch, Grisones",empty,Muy solicitado,53 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/2c779c357ab4ccb6c44ee13703561c04?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A46%2B02%3A00&id=f65c49bc5842a864&directId=2c779c357ab4ccb6c44ee13703561c04&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956786&clickId=45R8LVK3J25BNT4C&sT=withDates&pCon=1303.8280623671%7CUSD%7C2021-06-01%7C13%7C2%7C1616956786%7C0%7C0%7C1616956786%7C2%7C0%7C0&prodName=JM&prodSource=Search
143,Guntern in Lauerz,"$1,029","Lauerz, Schwyz",empty,Muy solicitado,70 m² Apartamento ∙ 2 habitaciones ∙ 6 personas,/rental/2b726d74e5de85e9d445cbfa8169e1e3?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A46%2B02%3A00&id=3df9a2ddcccb61fd&directId=2b726d74e5de85e9d445cbfa8169e1e3&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956786&clickId=PDB4GPK0GHKQHJGJ&sT=withDates&pCon=1092.6079720615%7CUSD%7C2021-06-01%7C13%7C2%7C1616956786%7C0%7C0%7C1616956786%7C2%7C0%7C0&prodName=JM&prodSource=Search
144,Schmid Monika,"$1,030","Frutigen, Cantón de Berna",empty,Muy solicitado,43 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/d3b313454d79508629e9ca23ba8d7ff1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A46%2B02%3A00&id=match568c5606ceb86&directId=d3b313454d79508629e9ca23ba8d7ff1&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956786&clickId=8FQ4V7FZ251P02F4&sT=withDates&pCon=1196.6320880897%7CUSD%7C2021-06-01%7C13%7C2%7C1616956786%7C0%7C0%7C1616956786%7C2%7C0%7C0&prodName=JM&prodSource=Search
145,Bonito apartamento tipo estudio con piscina y una magnífica vista panorámica.,"$1,384","Gambarogno, Cantón del Tesino",empty,Cancelación gratuita,30 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/c7cfa53270379f8d8efcaf30546b0663?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
146,Collina d'Oro Orselina Locarno,"$2,215","Orselina, Cantón del Tesino",empty,Cancelación gratuita,45 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/match56e191b85287d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
147,Bergloft Lenk apartamento EG 1,"$2,460","Lenk im Simmental, Cantón de Berna",empty,Cancelación gratuita,80 m² Casa ∙ 2 habitaciones ∙ 6 personas,/rental/a2dece9f4b420fe723bd9df9415252cc?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
148,Studio Zentrum OG,$889,"Adelboden, Cantón de Berna",empty,Cancelación gratuita,30 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/match55cdfb9807f70?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
149,Apartamento en el pueblo de montaña de Isenfluh,$761,"Lauterbrunnen, Cantón de Berna",empty,Cancelación gratuita,60 m² Casa ∙ 1 habitación ∙ 4 personas,/rental/29024b1f08f131afac577af92c898cbf?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
150,Maison avec terrasse et couvert à voiture,"$1,565","Lajoux, Jura",empty,Cancelación gratuita,Casa ∙ 2 habitaciones ∙ 4 personas,/rental/72b47aa552083328903d2ffd161ed586?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
151,4 1/2-Zimmer-Wohnung Canols Valbella,"$3,377","Vaz/Obervaz, Grisones",empty,Cancelación gratuita,130 m² Apartamento ∙ 3 habitaciones ∙ 6 personas,/rental/7b9a36f687b9c341e7d0f15855285fb6?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
152,"Holiday house with big garten, Resa Valley, Locarno","$1,538","Brione sopra Minusio, Cantón del Tesino",empty,Cancelación gratuita,46 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/2db7a282dae85e46ffec8ec7956fcf91?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
153,Casa de montaña (madera / piedra) - Chandolin VS,"$1,429","Chandolin, Cantón del Valais",empty,Cancelación gratuita,50 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/3818029cf80e1454adee0ab567fda902?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
154,"Chesa Crasta, 1. Stock","$2,122","Pontresina, Grisones",empty,Muy solicitado,40 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/cb1c43d13ab5294c515b05e9dc79753c?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A48%2B02%3A00&id=c7e1f027969a5483&directId=cb1c43d13ab5294c515b05e9dc79753c&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956788&clickId=WDG1CQ1TYKG02PM0&sT=withDates&pCon=2398.5162622295%7CUSD%7C2021-06-01%7C13%7C2%7C1616956788%7C0%7C0%7C1616956788%7C2%7C0%7C0&prodName=JM&prodSource=Search
155,"Apartamento Grand Large A/B en Crans-Montana - 4 personas, 2 dormitorios","$1,512","Mollens, Cantón del Valais",empty,empty,78 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/4d4e4d7be3eff6b3a66354aac8a7f1f9?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A48%2B02%3A00&id=match55c8d5d31699d&directId=4d4e4d7be3eff6b3a66354aac8a7f1f9&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956788&clickId=QZ4G31Q7K2FHJPZ7&sT=withDates&pCon=1512%7CUSD%7C2021-06-01%7C13%7C2%7C1616956788%7C0%7C0%7C1616956788%7C2%7C0%7C0&prodName=JM&prodSource=Search
156,"Chalet Bergpieper, pintoresco apartamento en estilo chalet suizo, con una vista de ensueño","$1,077","Riederalp, Cantón del Valais",empty,Cancelación gratuita,55 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/06c0c6470bda628b0cd9b67a14df9e26?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
157,"Apartamento con vistas a la montaña, cerca del pueblo turístico de Gruyère","$1,384","Gruyères, Friburgo",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/71bbd5f000caedd64b2a2a22a6276c3e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
158,Montreux Holiday Home,"$11,027","Blonay, Cantón de Vaud",empty,Piscina,150 m² Casa ∙ 3 habitaciones ∙ 6 personas,/rental/ce289b4cc6e255404c4f5c596dded046?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
159,Apartamento Chalet Marie Rosa,"$2,277","Grindelwald, Cantón de Berna",empty,empty,60 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/27b38fd178335229f3fde0a86e2bc1cf?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A49%2B02%3A00&id=match53e34b052c9ea&directId=27b38fd178335229f3fde0a86e2bc1cf&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956789&clickId=QSKQ9LJJG78J5KV4&sT=withDates&pCon=2276.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956789%7C0%7C0%7C1616956789%7C2%7C0%7C0&prodName=JM&prodSource=Search
160,Schoene Wohnung fuer Business und Ferienaufenthalt,"$2,153","Biel/Bienne, Cantón de Berna",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/a62655db01aa7074d6913ddf85d504e5?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
